index,word,solution_count
6910,желанная,6
6911,желательность,77
6912,желатин,15
6913,желатинирование,229
6914,желвак,10
6915,железа,3
6916,железнодорожник,120
6917,железнодорожница,191
6918,железняк,7
6919,железо,2
6920,железобетон,30
6921,желна,2
6922,желоб,1
6923,желонка,19
6924,желтение,7
6925,желтизна,24
6926,желтинник,16
6927,желтобрюх,23
6928,желтоватость,76
6929,желтозем,16
6930,желток,13
6931,желтокорень,79
6932,желтолозник,61
6933,желтопузик,54
6934,желтофиоль,22
6935,желтоцвет,13
6936,желтуха,9
6937,желтушник,29
6938,желудок,16
6939,желудь,2
6940,желчение,5
6941,желчеотделение,42
6942,желчность,45
6943,желчь,1
6944,жеманность,63
6945,жеманство,63
6946,жемчуг,3
6947,жемчужина,15
6948,жемчужница,22
6949,женитьба,12
6950,жених,0
6951,женолюб,7
6952,женолюбие,16
6953,женоненавистник,205
6954,женоненавистничество,209
6955,женоубийство,75
6956,женоубийца,22
6957,женственность,42
6958,женщина,2
6959,женьшень,1
6960,жеода,6
6961,жердинник,13
6962,жердняк,13
6963,жердь,2
6964,жеребенок,16
6965,жеребец,3
6966,жеребок,6
6967,жеребость,29
6968,жеребьевка,26
6969,жеребьевщик,11
6970,жеребятина,48
6971,жерех,2
6972,жерло,3
6973,жернов,9
6974,жертва,10
6975,жертвенник,28
6976,жертвенность,92
6977,жертвование,85
6978,жертвователь,76
6979,жертвовательница,328
6980,жертвоприношение,149
6981,жест,2
6982,жестер,4
6983,жестикулирование,812
6984,жестикуляция,50
6985,жестковатость,87
6986,жесткость,23
6987,жестокосердие,104
6988,жестокость,32
6989,жесть,4
6990,жестянщик,19
6991,жетон,2
6992,жжение,0
6993,жженка,1
6994,живец,1
6995,живительность,110
6996,живица,3
6997,живность,19
6998,живодер,9
6999,живокость,32
7000,живописность,45
7001,живопись,4
7002,живорождение,43
7003,живость,6
7004,животворность,51
7005,животновод,15
7006,животноводство,35
7007,животное,10
7008,живучесть,17
7009,живучка,5
7010,жига,0
7011,жигалка,11
7012,жидкость,26
7013,жижа,0
7014,жижесборник,45
7015,жизнедеятельность,183
7016,жизнелюб,7
7017,жизнелюбец,19
7018,жизнелюбие,11
7019,жизненность,41
7020,жизнеобеспечение,43
7021,жизнеописание,61
7022,жизнеощущение,10
7023,жизнепонимание,60
7024,жизнерадостность,364
7025,жизнеспособность,103
7026,жизнестойкость,113
7027,жизнестроительство,394
7028,жизнетворчество,164
7029,жизнеустройство,180
7030,жизнеутверждение,76
7031,жизнь,1
7032,жиклер,6
7033,жилец,3
7034,жилистость,17
7035,жилище,2
7036,жилое,1
7037,жилплощадь,20
7038,жилфонд,12
7039,жилье,2
7040,жим,0
7041,жимолость,31
7042,жираф,2
7043,жирномолочность,101
7044,жирность,27
7045,жиронда,29
7046,жирондист,36
7047,жирооборот,7
7048,жиропот,12
7049,жироприказ,35
7050,жиротопление,95
7051,жирянка,15
7052,житель,5
7053,жительница,37
7054,жительство,65
7055,житие,0
7056,житница,4
7057,житняк,3
7058,жмых,0
7059,жмыходробилка,158
7060,жнейка,1
7061,жнец,1
7062,жнива,4
7063,жнивье,0
7064,жница,0
7065,жокей,0
7066,жонглер,10
7067,жонглерство,105
7068,жонглирование,134
7069,жонкиль,13
7070,жор,0
7071,жостер,14
7072,жребий,4
7073,жрец,2
7074,жречество,39
7075,жрица,2
7076,жужелица,10
7077,жужжальце,7
7078,жужжание,2
7079,жук,0
7080,жулан,5
7081,жупа,1
7082,жупел,0
7083,журавельник,124
7084,журавленок,121
7085,журавлиха,26
7086,журнал,13
7087,журналист,71
7088,журналистика,226
7089,журналистка,209
7090,журчание,13
7091,жухлость,11
7092,забавник,25
7093,забавность,55
7094,забаллотирование,350
7095,забалтывание,76
7096,забастовка,46
7097,забастовщик,83
7098,забастовщица,41
7099,забвение,11
